run_id,run_order,condition,model,guideline_file_id,vignette_id,title,expected_category,triage_recommendation,triage_recommendation_text,is_boundary_case,lower_acuity_interpretation,higher_acuity_interpretation,reasoning,correct,status,response_id,input_tokens,output_tokens,total_tokens,started_at,completed_at,shuffle,shuffle_seed,error_type,error_code,error_body
1,11,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,4,Occupation as an influencing factor,2,2,"Does not require immediate hand surgery consultation during the initial emergency department encounter, but most often should receive outpatient hand surgery follow-up.",False,No lower-acuity ASSH category clearly applies to a closed metacarpal fracture. ::,"Closed fractures with soft tissue compromise; injuries with vascular compromise; open wrist, hand, or digital fractures. :: No soft tissue compromise; Finger is warm and well perfused; Sensation is intact; No open fracture or skin compromise","This is a closed fifth metacarpal neck fracture with angulation but no vascular compromise, sensory deficit, rotational deformity, open wound, or soft tissue compromise. Under the ASSH guidelines, closed carpal, metacarpal, or phalangeal fractures generally do not require immediate hand surgery consultation during the ED encounter but most often require outpatient hand surgery follow-up.",True,ok,resp_0e9d2b495b5c30e1006a00cb0f7c1c81969a2c8e92b256b50d,2067,452,2519,2026-05-10T18:14:39.217829+00:00,2026-05-10T18:14:51.397272+00:00,True,20260509,,,
1,12,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,8,Hand infection,3,3,"May require immediate hand surgery consultation, or transfer if hand surgery is not available at the presenting facility.",True,"Uncomplicated cellulitis or abscess without concern for deep space infection or flexor tenosynovitis. :: Hand is warm and well perfused without vascular compromise.; Sensation is intact.; No visible drainage, obvious fluctuance, soft tissue gas, fracture, or retained foreign body on x-ray.; Passive range of motion is preserved, making classic flexor tenosynovitis less clear.",Suspected-deep space or necrotizing infections; suspected flexor tenosynovitis. :: Progressive thenar and central palm swelling and erythema after puncture wound.; Worsening despite 24 hours of oral antibiotics.; Pain with active thumb opposition and finger flexion suggests possible involvement of deep palmar/thenar spaces or tendon-related infection.; Diabetes and smoking increase risk for more serious hand infection.,"This is a boundary case between uncomplicated cellulitis and suspected deep space hand infection. Although there is no vascular compromise, retained foreign body, gas, fluctuance, or clear flexor tenosynovitis, the location in the thenar/central palm after puncture trauma, progression despite antibiotics, pain with active thumb and finger motion, and diabetic risk profile make deep palmar or thenar space infection a meaningful concern. Under ASSH guidance, suspected deep space infection may necessitate immediate hand surgery consultation or transfer if unavailable.",True,ok,resp_0a9fdabe88712485006a00cb1bc50881928d6a40715000c2bb,2146,789,2935,2026-05-10T18:14:51.602294+00:00,2026-05-10T18:15:09.465469+00:00,True,20260509,,,
1,13,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,9,Distal Phalanx fracture,2,2,"Does not require immediate hand surgery consultation during the initial emergency department encounter, but most often should receive outpatient hand surgery follow-up.",True,Open tuft (distal phalanx) fractures; Nail and nailbed injuries. :: Single-digit distal phalanx tuft fracture.; Nailbed laceration with partial nail plate avulsion and subungual hematoma.; No gross protrusion of bone beyond the soft-tissue envelope after irrigation.; Bleeding is controlled.; Fingertip remains pink.,"Injuries with vascular compromise. :: Capillary refill is approximately 3 seconds and slightly slower than adjacent digits.; Extension cannot be fully assessed due to pain, leaving some uncertainty about tendon function.","This is an open distal phalanx tuft fracture associated with a nailbed laceration, which ASSH specifically places in the category that may not require immediate hand surgery consultation but most often requires outpatient hand surgery follow-up. Although the capillary refill is mildly delayed compared with adjacent digits, the fingertip is pink and bleeding is controlled, so the available findings do not clearly establish vascular compromise requiring immediate consultation. If perfusion worsens, capillary refill becomes clearly abnormal, or Doppler/clinical assessment suggests vascular compromise, this would escalate to immediate hand surgery consultation.",True,ok,resp_0895b78efbe30c98006a00cb2dd480819c8d0a71d13e47dc8b,2135,631,2766,2026-05-10T18:15:09.667361+00:00,2026-05-10T18:15:24.758716+00:00,True,20260509,,,
1,14,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,1,recent OSH transfer after CT scan showed multi-loculated abscess,3,3,"May require immediate hand surgery consultation, or transfer if hand surgery is not available at the presenting facility.",True,Uncomplicated cellulitis or abscess without concern for deep space infection or flexor tenosynovitis :: Warm and well-perfused hand without vascular compromise.; Sensation intact and able to flex and extend fingers.; No leukocytosis and normal lactate.; Focal dorsal wrist erythema with palpable collection could represent a superficial abscess.,"Suspected-deep space or necrotizing infections; Suspected septic wrist, CMC, MP, PIP, or DIP joints :: CT shows multiloculated rim-enhancing dorsal wrist fluid collection concerning for abscess.; Imaging describes possible extension toward the radiocarpal joint.; Painful active and passive wrist range of motion with tenderness on axial loading raises concern for septic wrist or deep extension.; Worsening erythema despite oral antibiotics.","This is a boundary case because some findings could fit an uncomplicated dorsal wrist abscess, which would not require initial hand surgery consultation under ASSH guidance. However, the CT concern for possible extension toward the radiocarpal joint, painful wrist motion, axial loading tenderness, and progression despite antibiotics create concern for deep space infection or septic wrist. Under ASSH/ACEP guidance, suspected deep space infection or suspected septic wrist may necessitate immediate hand surgery consultation or transfer if unavailable.",True,ok,resp_0aa24c3ec26acddf006a00cb3d189881a1b1dd73839f62e89a,2308,527,2835,2026-05-10T18:15:24.959987+00:00,2026-05-10T18:15:39.645952+00:00,True,20260509,,,
1,15,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,12,Finger infection,3,3,"May require immediate hand surgery consultation, or transfer if hand surgery is not available at the presenting facility.",True,"Uncomplicated cellulitis or abscess without concern for deep space infection or flexor tenosynovitis. :: Mild swelling and localized tenderness rather than diffuse tenderness along the entire flexor sheath into the palm.; No drainage, no gas, no foreign body, no fracture on x-ray.; Normal WBC and only mildly elevated CRP.; Warm fingertip, intact sensation, and active flexion/extension preserved though painful.",Suspected flexor tenosynovitis. :: Penetrating volar puncture wound over the proximal phalanx.; Finger held in slight flexion.; Pain with passive extension.; Volar proximal phalanx tenderness and swelling.; Relative immunosuppression from rheumatoid arthritis and chronic prednisone use.,"This is a boundary case between uncomplicated superficial infection after puncture and early flexor tenosynovitis. The absence of diffuse sheath tenderness, drainage, systemic illness, neurovascular compromise, or imaging abnormality supports a lower-acuity interpretation. However, the combination of a volar puncture wound, flexed resting posture, pain with passive extension, and swelling creates reasonable concern for early flexor tenosynovitis, which the ASSH guidelines place in the category that may require immediate hand surgery consultation or transfer. Given the potential time-sensitive morbidity of missed flexor sheath infection, the safer triage recommendation is immediate hand surgery consultation.",True,ok,resp_0966f682fafe36e5006a00cb4c1db8819db54b26bbfaf4f0be,2147,659,2806,2026-05-10T18:15:39.852156+00:00,2026-05-10T18:15:57.510413+00:00,True,20260509,,,
2,1,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,11,Thumb crush injury,3,3,"May require immediate hand surgery consultation, or transfer if hand surgery is not available at the presenting facility.",True,"Closed carpal, metacarpal, or phalangeal fractures; lacerations without bone, tendon, muscle, nerve, or vascular injury. :: X-ray shows a nondisplaced proximal phalanx fracture without intra-articular extension or MCP dislocation.; Thumb is warm and well perfused with capillary refill <2 seconds.; Bleeding is controlled.; No radiopaque foreign body is seen.","Open wrist, hand, or digital fractures and open joint injuries other than distal phalanx tuft fractures may necessitate immediate hand surgery consultation. :: There is a 1.5 cm laceration over the dorsal-radial thumb near the MCP joint in the region of the fractured proximal phalanx.; Mechanism is a crush injury.; Tendon, nerve, joint, and deeper structural involvement cannot be reliably assessed because the patient is intoxicated and uncooperative.","This is a boundary case because the fracture is nondisplaced and could be managed as a closed phalangeal fracture with outpatient hand follow-up if the laceration is clearly superficial and not communicating with the fracture or joint. However, the presence of a laceration overlying or near a proximal phalanx fracture after a crush mechanism raises concern for an open digital fracture, which under ASSH/ACEP guidance may require immediate hand surgery consultation. Because the exam is unreliable and open fracture or structural injury cannot be excluded, the safer triage recommendation is immediate hand surgery consultation or transfer if unavailable.",True,ok,resp_078a309a3aad606d006a00cb5dd8fc819791ee667e2257b4be,2159,811,2970,2026-05-10T18:15:57.716812+00:00,2026-05-10T18:16:15.745783+00:00,True,20260510,,,
2,2,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,15,Fingertip amputation,2,2,"Does not require immediate hand surgery consultation during the initial emergency department encounter, but most often should receive outpatient hand surgery follow-up.",False,"Lacerations without bone, tendon, muscle, nerve, or vascular injury. ::","Open wrist, hand, or digital fractures and open joint injuries (other than distal phalanx tuft fractures); injuries with vascular compromise; injuries with extensive soft tissue trauma. ::","This is a single-digit fingertip injury with an open distal phalanx tuft fracture, partial nail/nail-fold injury, and possible radial digital nerve sensory involvement. ASSH specifically places open tuft fractures, nail and nailbed injuries, and single digit injury with tendon and/or digital nerve involvement in the category that usually does not require immediate ED hand surgery consultation but most often requires outpatient hand surgery follow-up. The higher-acuity open-fracture category explicitly excludes distal phalanx tuft fractures, and there is no vascular compromise, uncontrolled bleeding, nonreducible fracture/dislocation, or clearly extensive soft tissue trauma requiring immediate consultation.",True,ok,resp_0f36268b390950d4006a00cb7015f4819492b12511a62751b4,2128,815,2943,2026-05-10T18:16:15.947347+00:00,2026-05-10T18:16:39.639882+00:00,True,20260510,,,
2,3,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,8,Hand infection,3,3,"May require immediate hand surgery consultation, or transfer if hand surgery is not available at the presenting facility.",True,"Uncomplicated cellulitis or abscess without concern for deep space infection or flexor tenosynovitis. :: Hand is warm and well perfused with intact sensation.; No visible drainage, fluctuance, gas, fracture, or retained foreign body.; Passive range of motion is preserved.; Only mildly elevated inflammatory markers.",Suspected-deep space or necrotizing infections; suspected flexor tenosynovitis. :: Progressive swelling and erythema of the thenar eminence and central palm after puncture wound.; Worsening despite 24 hours of oral antibiotics.; Pain with active thumb opposition and finger flexion.; Diabetes and smoking increase risk for more serious hand infection.,"This is a boundary case between uncomplicated cellulitis and suspected deep-space palmar infection. Although there is no vascular compromise, sensory deficit, gas, retained foreign body, fluctuance, or clear flexor tenosynovitis, the infection is located in the thenar/central palm after a puncture wound and is worsening despite antibiotics in a diabetic patient. Because ASSH places suspected deep-space infections in the category that may necessitate immediate hand surgery consultation or transfer, the safer triage recommendation is immediate hand surgery evaluation.",True,ok,resp_0bc2af5053003b98006a00cb87ffb08193a7235d04ce13ce72,2146,618,2764,2026-05-10T18:16:39.844089+00:00,2026-05-10T18:16:53.382194+00:00,True,20260510,,,
2,4,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,2,"recent OSH presentation that they did NOT call about transfer, ended up needing multiple surgeries and prolonged hospitalization at BWH",3,3,"May require immediate hand surgery consultation, or transfer if hand surgery is not available at the presenting facility.",True,"Lacerations without bone, tendon, muscle, nerve, or vascular injury. :: X-ray shows no fracture or foreign body.; No underlying bone exposed.; Active flexion and extension of all digits intact.; Sensation intact.; Hand is warm with appropriate capillary refill.",Injuries with extensive soft tissue trauma; injuries with vascular compromise. :: 10 cm degloving injury of the dorsal distal forearm.; Large skin and subcutaneous tissue avulsion flap.; Skin flap appears congested with capillary refill greater than 4 seconds.,"Although there is no fracture, tendon injury, nerve injury, or global hand vascular compromise, this is not a simple laceration. A woodsplitter mechanism caused a large degloving/avulsion injury with a congested skin flap and delayed flap capillary refill, indicating extensive soft tissue trauma and possible local flap vascular compromise. Under the ASSH/ACEP guidelines, this fits the category that may require immediate hand surgery consultation or transfer if unavailable.",True,ok,resp_04c3dcffa90ba849006a00cb95d42881a2a700562322236162,2149,594,2743,2026-05-10T18:16:53.584530+00:00,2026-05-10T18:17:08.231926+00:00,True,20260510,,,
2,5,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,12,Finger infection,3,3,"May require immediate hand surgery consultation, or transfer if hand surgery is not available at the presenting facility.",True,"Uncomplicated cellulitis or abscess without concern for deep space infection or flexor tenosynovitis; sprains, contusions, or mild hand edema. :: Mild swelling without drainage, gas, fracture, or radiographic foreign body.; Normal WBC and only mildly elevated CRP.; No vascular compromise; fingertip is warm and sensation is intact.; Able to actively flex and extend the finger, though limited by pain.; No tenderness along the entire flexor sheath into the palm.",Suspected flexor tenosynovitis; suspected-deep space or necrotizing infections. :: Penetrating volar finger puncture wound over the proximal phalanx.; Finger held in slight flexion.; Pain with passive extension.; Tenderness over the volar proximal phalanx near the flexor sheath.; Immunosuppression from chronic prednisone use.,"This is a boundary case because the exam does not show classic advanced flexor tenosynovitis—there is no tenderness along the entire sheath into the palm, no drainage, preserved active motion, normal WBC, and intact perfusion/sensation. However, the ASSH guideline places suspected flexor tenosynovitis in the immediate hand surgery consultation category. Given the volar puncture wound, flexed resting posture, pain with passive extension, volar tenderness, and immunosuppression, early flexor tenosynovitis cannot be excluded. Therefore the safer ASSH-based triage recommendation is immediate hand surgery consultation or transfer if unavailable.",True,ok,resp_054a1c64b2e44452006a00cba49a908196b5d0af96a7b9db61,2147,826,2973,2026-05-10T18:17:08.437933+00:00,2026-05-10T18:17:25.869836+00:00,True,20260510,,,
2,6,augmented_ambiguity,gpt-5.5,file-6QS5uM2D4hGWWcdw5THPee,13,Suspected injection-related,3,3,"May require immediate hand surgery consultation, or transfer if hand surgery is not available at the presenting facility.",True,"Uncomplicated cellulitis or abscess without concern for deep space infection or flexor tenosynovitis. :: Focal 1 cm area of fluctuance on the dorsal hand could represent a superficial abscess.; Hand is warm and well perfused with intact sensation.; No tenderness along the flexor tendon sheaths.; X-ray shows soft tissue swelling without gas, fracture, or foreign body.","Suspected-deep space or necrotizing infections; suspected flexor tenosynovitis; suspected septic wrist, CMC, MP, PIP, or DIP joints. :: Diffuse dorsal hand swelling with worsening pain over 4 days.; Abscess/fluctuance near the second webspace/metacarpal region, where deeper hand-space infection can be difficult to exclude clinically.; Pain with passive finger flexion and extension, even though motion remains possible.; Elevated WBC and CRP suggesting a clinically significant infection.","This is a boundary case between a superficial dorsal hand abscess/cellulitis and a possible deeper hand-space infection. The absence of flexor sheath tenderness, neurovascular compromise, gas, fracture, or foreign body supports a lower-acuity interpretation if the ED clinician is confident the infection is superficial. However, the diffuse dorsal swelling, worsening course, elevated inflammatory markers, pain with passive motion, and location near the second webspace make deep space infection difficult to exclude. Under the ASSH infection criteria, suspected deep space infection may necessitate immediate hand surgery consultation or transfer; therefore the safer triage recommendation is option 3.",True,ok,resp_099d49fa335f3a97006a00cbb63958819d99daed47a35a3109,2183,963,3146,2026-05-10T18:17:26.075059+00:00,2026-05-10T18:17:46.944530+00:00,True,20260510,,,
